DATE,TOTAL_PRICESELL,holidayWeekS
2017-11-20,11421.703147272729,0
2017-11-27,9480.96727818182,0
2017-12-04,12433.710366363643,0
2017-12-11,12085.830753636365,0
2017-12-18,13663.783562727265,0
2017-12-25,6747.685511818186,0
2018-01-01,12844.456498181824,0
2018-01-08,13418.168895454548,0
2018-01-15,12586.526035454546,0
2018-01-22,12899.535266363639,1
2018-01-29,12674.993359090915,0
2018-02-05,11784.042159090914,0
2018-02-12,12449.506226363646,0
2018-02-19,11547.794660000005,0
2018-02-26,11476.13813272728,0
2018-03-05,10526.668617272733,0
2018-03-12,11813.887138181828,0
2018-03-19,10495.186850909095,0
2018-03-26,9185.957515454547,1
2018-04-02,11332.220399090915,0
2018-04-09,8999.794527272734,0
2018-04-16,9857.684509090914,0
2018-04-23,8002.816710000005,0
2018-04-30,9503.636450909096,0
2018-05-07,9540.833845454552,0
2018-05-14,8627.19266727273,0
2018-05-21,9289.95051454546,0
2018-05-28,9039.232029090916,0
2018-06-04,7406.718892727276,0
2018-06-11,9687.336470909098,0
2018-06-18,9778.101823636369,0
2018-06-25,9154.09192636364,0
2018-07-02,9057.344678181824,0
2018-07-09,10066.143676363647,0
2018-07-16,9097.910209090916,0
2018-07-23,9376.935090909097,0
2018-07-30,9221.605920000009,0
2018-08-06,8798.914270909097,0
2018-08-13,8876.661772727277,0
2018-08-20,9250.712625454547,0
2018-08-27,10011.74157363637,0
2018-09-03,9927.468755454549,0
2018-09-10,8226.025589090916,0
2018-09-17,9617.870682727276,0
2018-09-24,8616.857174545461,0
2018-10-01,8860.859701818186,0
2018-10-08,8831.575460000004,0
2018-10-15,8639.106921818184,0
2018-10-22,10621.902592727278,0
2018-10-29,9377.840750000003,0
2018-11-05,9222.907496363641,0
2018-11-12,10019.816436363642,0
2018-11-19,8686.491388181821,0
2018-11-26,10581.58609636364,0
2018-12-03,9550.938350000004,0
2018-12-10,8525.61924909091,0
2018-12-17,11886.71199818182,0
2018-12-24,5290.583280909096,0
2018-12-31,7861.205884545457,0
2019-01-07,9124.222740000003,0
2019-01-14,9364.068362727277,0
2019-01-21,8034.8950063636385,1
2019-01-28,10265.736220909095,0
2019-02-04,9984.585210000001,0
2019-02-11,9658.023730000003,0
2019-02-18,9955.788546363641,0
2019-02-25,10505.667548181826,0
2019-03-04,8919.383553636366,0
2019-03-11,9573.446300909098,0
2019-03-18,9835.07578545455,0
2019-03-25,9849.326855454552,0
2019-04-01,10684.451550000005,0
2019-04-08,10865.08958727273,0
2019-04-15,9365.292967272733,1
2019-04-22,10352.84704181819,1
2019-04-29,9912.284353636367,0
2019-05-06,9859.273587272732,0
2019-05-13,10075.058571818188,0
2019-05-20,10744.124559090915,0
2019-05-27,9267.878676363645,0
2019-06-03,8081.0304827272785,0
2019-06-10,9227.91613272728,0
2019-06-17,9022.762616363641,0
2019-06-24,9033.73516636364,0
2019-07-01,9605.462768181827,0
2019-07-08,9320.99327545455,0
2019-07-15,9358.114020000006,0
2019-07-22,9912.467882727278,0
2019-07-29,10576.933408181827,0
2019-08-05,8819.437012727278,0
2019-08-12,7690.361261818183,0
2019-08-19,7317.487690909094,0
2019-08-26,7248.4065963636385,0
2019-09-02,6802.028269090914,0
2019-09-09,7651.7459618181865,0
2019-09-16,7449.167609090915,0
2019-09-23,6997.814133636367,0
2019-09-30,8926.84274181819,0
2019-10-07,5932.348017272732,0
